42,2020,0-4,  4 434
43,2020,5-9,  5 091
44,2020,10-14,  5 399
45,2020,15-19,  5 704
46,2020,20-24,  6 037
47,2020,25-29,  6 094
48,2020,30-34,  6 517
49,2020,35-39,  7 178
50,2020,40-44,  8 390
51,2020,45-49,  9 670
52,2020,50-54,  8 507
53,2020,55-59,  7 827
54,2020,60-64,  7 345
55,2020,65-69,  8 122
56,2020,70-74,  9 311
57,2020,75-79,  7 272
58,2020,80-84,  5 584
59,2020,85-89,  3 903
60,2020,90-94,  2 043
61,2020,95-99,690
62,2020,100,127
,,,
,,,
,,,
,,,
